row_id,rating_num
14785,8.38813451696651
15125,8.531509396852554
13095,8.614181310422342
6079,8.608749981515222
16584,8.588896176868495
18508,8.623410580413854
18731,8.631688637483844
13610,8.660006139672003
21768,8.567637488513444
14463,8.557112819168575
4031,8.665717103573932
22418,8.613601957615698
5288,8.597641360653926
11744,8.595247648191052
4123,8.538561253161554
25449,8.776889091877157
19207,8.939045809340964
4488,8.553916544365439
19810,8.814404334980747
21238,8.573887769982399
18326,8.722373890279364
17178,8.761601255138785
21709,8.536236339372007
4027,8.515032884929424
23561,8.543790748860417
9246,8.72273555895004
14185,8.36602754392768
23650,8.506875567361098
29151,8.609468375814595
2585,8.620706647014813
2286,8.65074528625459
3243,8.469713412728014
14552,8.742544300880867
26746,8.686128216145208
12891,8.500666577305639
21499,8.399850581253146
28160,8.578733013847733
14105,8.536662580206178
17309,8.408388173279649
10918,8.315064906672486
24719,8.583307533026494
21121,8.543525626105806
10532,8.480946968301636
26159,8.293291214665853
12023,8.500444470801444
12018,8.919455693020003
21079,8.579222462849954
9136,8.613237865241883
21235,8.291558803298155
23907,8.593767434821878
8350,8.798725244540938
28069,8.39702431507782
5750,8.83189225656978
27778,8.528554580482497
17016,8.279365232426189
9779,8.647999208634017
17427,8.355342437825966
24122,8.371276012300559
13958,8.5230784610827
1839,8.571540252505512
14444,8.55123184081205
16671,8.38155867153159
106,8.797626735136419
22230,8.580824287661253
25307,8.63720566918498
2292,8.62432127444125
27909,8.627880163809078
26929,8.457946260455557
26110,8.597341573832342
21830,8.369530976979606
25693,8.57299311990972
16496,8.204725615796018
16402,8.269320963133069
26636,8.38534694046684
18458,8.591590157355892
19122,8.628257928677632
21646,8.541213147905465
28172,8.311112783416602
27955,8.495048075000625
1367,8.925050562474716
12203,8.62384472996283
20498,8.447225907718687
19714,8.64962374308606
18249,8.551829206285511
29005,8.497359152885323
25340,8.544018199769827
6245,8.729281110017572
1975,8.65267400449196
25669,8.524008610208302
17560,8.329654291518352
14459,8.297898222936466
29048,8.69485148214564
26839,8.65300816018551
2041,8.155194894836782
13597,8.29814383324058
25721,8.098515813242319
4004,8.655209114881833
8160,8.570213650920108
8958,8.571597036886267
25944,8.690367519290968
10426,8.82044699009201
26295,8.706984877135266
28538,8.620923264932712
24875,7.941443392265314
11587,8.719587489581338
21775,8.483445375573666
2299,8.434283848215756
7789,8.65949072692581
19451,8.450980733375658
12791,8.50431339586507
18833,8.704886697786513
10807,8.508325523860021
16688,8.50114249861927
28470,8.303995633701453
28049,8.483216220447815
25209,8.763210711824364
4283,8.528916819091686
7091,8.626446012114897
26829,8.741891538499786
17428,8.672161441425708
27396,8.545449796892882
24624,8.43976938647143
28772,8.613902602974962
9389,8.516566960186685
29088,8.645886238096548
5090,8.612557535734489
16059,8.7514628742138
7680,8.398123661800705
19217,8.67173159465625
4277,8.6467918977729
6140,8.575802209197203
6797,8.64764676799874
25655,8.683132878159164
4257,8.487874587825008
11931,8.844942955421887
25268,8.855608884673076
9695,8.571544968798506
27086,8.567706000232807
17772,8.659970026325722
28045,8.379691196916058
20788,8.495095370201316
22520,8.52099375477907
5351,8.711049233168836
20320,8.511692179456873
2611,8.70932453338359
29198,8.51953952505632
14716,8.534680497544098
27235,8.588841712867456
20929,8.667622354685673
27307,8.69140436342062
13659,8.200062970268183
29197,8.719427702931249
28730,8.567103874182415
13701,8.518414843570005
26933,8.521957761273988
5976,8.663331647840153
27435,8.694654462042827
870,8.51047753581082
3183,8.637689552818221
10497,8.561707747020366
20692,8.384427105687406
24687,8.576991751224709
11217,8.158586368932298
25124,8.659743800599355
4475,8.424112954195724
22241,8.753630448826636
3782,8.633349208619741
25034,8.500197764460962
205,8.844535120508578
18590,8.485957266011281
1825,8.415452078208864
28862,8.425580692314607
3758,8.047849794340289
29004,8.51166618699819
17773,8.44855466149722
15161,8.730822504092597
14683,8.448207760401713
11875,8.414393789766256
24247,8.742363585888107
1203,8.447318836819079
21696,8.468221078345495
16741,8.60826640632263
24362,8.625001300043996
10656,8.465720117351546
23618,8.696921296408513
14301,8.332593750327947
26200,8.492325756562838
23175,8.55122727912965
3639,8.646668245633041
28233,8.44207233830201
27057,8.606852071051534
25026,8.741920818659647
12961,8.61634882136088
13767,8.22185069958729
26169,8.59271211065686
25838,8.343354556970183
26202,8.607570583418179
22159,8.590850682123724
4777,8.283170132126338
14632,8.658790719320933
11757,8.542484345917323
3116,8.494122385543736
6173,8.886454239249545
3723,8.130062045550659
19493,8.521401464578041
4207,8.652478515680636
14079,8.20796035097578
7613,8.626208521246651
27313,8.573031681924231
19002,8.583280722931754
6266,8.614773955817908
7240,8.594975697085014
25435,8.539597315654992
10288,8.535678487892138
11028,8.644075800980243
6946,7.921019957469565
16405,8.848166654664103
16181,8.456334804609046
4158,8.905613225430432
16780,8.534110439086955
25719,8.502435055316434
15053,8.470227234073148
2644,8.504766427409832
23500,8.606737737694628
1013,8.655129393677164
11715,8.50713059684599
13768,8.573687192487133
4157,8.470046285914183
2333,8.57859321667715
